color_string,hex,starttime,time_stamp,delta_t,delta_t_seconds,r,g,b,clean_name
wheat,#d5cf5c,2020-02-18 15:45:18.000000,2020-02-18 15:45:36.112884,0 days 00:00:18.112884000,18.112884,213,207,92,wheat
dark-red,#a90000,2020-02-18 15:44:54.000000,2020-02-18 15:45:36.539370,0 days 00:00:42.539370000,42.53937,169,0,0,dark red
yellowish green,#76cc26,2020-02-18 15:45:19.000000,2020-02-18 15:45:37.419384,0 days 00:00:18.419384000,18.419384,118,204,38,yellowish green
dull dark black,#471e52,2020-02-18 15:45:14.000000,2020-02-18 15:45:37.584629,0 days 00:00:23.584629000,23.584629,71,30,82,dull dark black
beige,#d8f8aa,2020-02-18 15:45:25.000000,2020-02-18 15:45:38.184429,0 days 00:00:13.184429000,13.184429,216,248,170,beige
wheat,#f8d132,2020-02-18 15:45:28.000000,2020-02-18 15:45:38.471900,0 days 00:00:10.471900000,10.4719,248,209,50,wheat
grey,#999999,2020-02-18 15:45:28.000000,2020-02-18 15:45:39.016421,0 days 00:00:11.016421000,11.016421,153,153,153,grey
green/brown,#4c4f1f,2020-02-18 15:44:47.000000,2020-02-18 15:45:39.508184,0 days 00:00:52.508184000,52.508184,76,79,31,green/brown
green-yellow,#f1fda6,2020-02-18 15:44:07.000000,2020-02-18 15:45:39.981121,0 days 00:01:32.981121000,92.981121,241,253,166,green yellow
green-yellow,#e8f273,2020-02-18 15:45:23.000000,2020-02-18 15:45:40.105755,0 days 00:00:17.105755000,17.105755,232,242,115,green yellow
white,#ffffff,2020-02-18 15:44:56.000000,2020-02-18 15:45:40.114816,0 days 00:00:44.114816000,44.114816,255,255,255,white
violet-red,#ff0050,2020-02-18 15:45:26.000000,2020-02-18 15:45:42.135953,0 days 00:00:16.135953000,16.135953,255,0,80,violet red
azure,#4d8be8,2020-02-18 15:44:34.000000,2020-02-18 15:45:42.662301,0 days 00:01:08.662301000,68.662301,77,139,232,azure
yellowish white,#fbfe7f,2020-02-18 15:45:32.000000,2020-02-18 15:45:44.542381,0 days 00:00:12.542381000,12.542381,251,254,127,yellowish white
lavender,#4e4ac6,2020-02-18 15:45:14.000000,2020-02-18 15:45:44.897815,0 days 00:00:30.897815000,30.897815,78,74,198,lavender
aubergine,#350853,2020-02-18 15:45:28.000000,2020-02-18 15:45:45.272802,0 days 00:00:17.272802000,17.272802,53,8,83,aubergine
dark green,#0e3b18,2020-02-18 15:45:36.000000,2020-02-18 15:45:46.028685,0 days 00:00:10.028685000,10.028685,14,59,24,dark green
black purple,#300078,2020-02-18 15:45:35.000000,2020-02-18 15:45:46.211151,0 days 00:00:11.211151000,11.211151,48,0,120,black purple
green-yellow,#e1e839,2020-02-18 15:45:02.000000,2020-02-18 15:45:46.970227,0 days 00:00:44.970227000,44.970227,225,232,57,green yellow
dark-red,#bb4e4c,2020-02-18 15:45:22.000000,2020-02-18 15:45:47.129394,0 days 00:00:25.129394000,25.129394,187,78,76,dark red
white,#ffffff,2020-02-18 15:45:42.000000,2020-02-18 15:45:48.457637,0 days 00:00:06.457637000,6.457637,255,255,255,white
magenta,#bf3460,2020-02-18 15:45:34.000000,2020-02-18 15:45:48.869562,0 days 00:00:14.869562000,14.869562,191,52,96,magenta
dark-violet,#290952,2020-02-18 15:45:37.000000,2020-02-18 15:45:48.913038,0 days 00:00:11.913038000,11.913038,41,9,82,dark violet
yellow,#f2ca2a,2020-02-18 15:45:30.000000,2020-02-18 15:45:49.020087,0 days 00:00:19.020087000,19.020087,242,202,42,yellow
grass green,#5bc820,2020-02-18 15:45:19.000000,2020-02-18 15:45:49.177229,0 days 00:00:30.177229000,30.177229,91,200,32,grass green
cherry red,#db0609,2020-02-18 15:45:30.000000,2020-02-18 15:45:49.559617,0 days 00:00:19.559617000,19.559617,219,6,9,cherry red
ruby red,#ff1700,2020-02-18 15:45:38.000000,2020-02-18 15:45:50.284340,0 days 00:00:12.284340000,12.28434,255,23,0,ruby red
navy blue,#160B89,2020-02-18 15:45:44.000000,2020-02-18 15:45:50.293060,0 days 00:00:06.293060000,6.29306,22,11,137,navy blue
light colorless,#fcfafd,2020-02-18 15:45:40.000000,2020-02-18 15:45:51.720263,0 days 00:00:11.720263000,11.720263,252,250,253,light colorless
light red,#c9ecb4,2020-02-18 15:45:37.000000,2020-02-18 15:45:51.943687,0 days 00:00:14.943687000,14.943687,201,236,180,light red
yellowish yellow,#f6f6cf,2020-02-18 15:45:30.000000,2020-02-18 15:45:52.179765,0 days 00:00:22.179765000,22.179765,246,246,207,yellowish yellow
blackish purple,#4f0a3b,2020-02-18 15:45:29.000000,2020-02-18 15:45:52.634509,0 days 00:00:23.634509000,23.634509,79,10,59,blackish purple
red-violet,#96343e,2020-02-18 15:45:35.000000,2020-02-18 15:45:53.238744,0 days 00:00:18.238744000,18.238744,150,52,62,red violet
light blue,#80d1f5,2020-02-18 15:45:42.000000,2020-02-18 15:45:53.957646,0 days 00:00:11.957646000,11.957646,128,209,245,light blue
dark purple,#390a68,2020-02-18 15:45:47.000000,2020-02-18 15:45:54.087058,0 days 00:00:07.087058000,7.087058,57,10,104,dark purple
black brown,#655c1c,2020-02-18 15:44:50.000000,2020-02-18 15:45:54.613887,0 days 00:01:04.613887000,64.613887,101,92,28,black brown
green,#21af1b,2020-02-18 15:45:46.000000,2020-02-18 15:45:56.662332,0 days 00:00:10.662332000,10.662332,33,175,27,green
greenish-yellow,#9bb650,2020-02-18 15:45:44.000000,2020-02-18 15:45:56.786329,0 days 00:00:12.786329000,12.786329,155,182,80,greenish yellow
deep blue,#000028,2020-02-18 15:44:02.000000,2020-02-18 15:45:57.742815,0 days 00:01:55.742815000,115.742815,0,0,40,deep blue
green blue,#00ecff,2020-02-18 15:45:37.000000,2020-02-18 15:45:57.858513,0 days 00:00:20.858513000,20.858513,0,236,255,green blue
yellowish green,#cefa8c,2020-02-18 15:45:40.000000,2020-02-18 15:45:58.971469,0 days 00:00:18.971469000,18.971469,206,250,140,yellowish green
red-violet,#e81a65,2020-02-18 15:45:26.000000,2020-02-18 15:45:59.326984,0 days 00:00:33.326984000,33.326984,232,26,101,red violet
scarlet,#f30a1f,2020-02-18 15:45:39.000000,2020-02-18 15:45:59.404191,0 days 00:00:20.404191000,20.404191,243,10,31,scarlet
navy blue,#3765d0,2020-02-18 15:45:49.000000,2020-02-18 15:45:59.601068,0 days 00:00:10.601068000,10.601068,55,101,208,navy blue
faint pink,#dcabe3,2020-02-18 15:45:52.000000,2020-02-18 15:46:01.436896,0 days 00:00:09.436896000,9.436896,220,171,227,faint pink
pink/purple,#e422a6,2020-02-18 15:45:48.000000,2020-02-18 15:46:02.530890,0 days 00:00:14.530890000,14.53089,228,34,166,pink/purple
gray,#918e93,2020-02-18 15:45:42.000000,2020-02-18 15:46:02.682298,0 days 00:00:20.682298000,20.682298,145,142,147,gray
deep red,#940d0d,2020-02-18 15:45:48.000000,2020-02-18 15:46:03.305251,0 days 00:00:15.305251000,15.305251,148,13,13,deep red
dark-blue,#8d88ea,2020-02-18 15:45:34.000000,2020-02-18 15:46:04.755345,0 days 00:00:30.755345000,30.755345,141,136,234,dark blue
straw yellow,#f7d90d,2020-02-18 15:45:25.000000,2020-02-18 15:46:05.595621,0 days 00:00:40.595621000,40.595621,247,217,13,straw yellow
deep green,#113405,2020-02-18 15:45:22.000000,2020-02-18 15:46:05.814220,0 days 00:00:43.814220000,43.81422,17,52,5,deep green
dark brown,#3e250b,2020-02-18 15:45:53.000000,2020-02-18 15:46:06.151480,0 days 00:00:13.151480000,13.15148,62,37,11,dark brown
pale brown,#c1bbae,2020-02-18 15:45:36.000000,2020-02-18 15:46:07.283274,0 days 00:00:31.283274000,31.283274,193,187,174,pale brown
yellow-red,#c60543,2020-02-18 15:45:11.000000,2020-02-18 15:46:08.079254,0 days 00:00:57.079254000,57.079254,198,5,67,yellow red
yellowish yellow,#fbfd06,2020-02-18 15:45:57.000000,2020-02-18 15:46:08.331685,0 days 00:00:11.331685000,11.331685,251,253,6,yellowish yellow
amaranthine,#c0e9f5,2020-02-18 15:45:08.000000,2020-02-18 15:46:09.281744,0 days 00:01:01.281744000,61.281744,192,233,245,amaranthine
violet,#6409bd,2020-02-18 15:46:02.000000,2020-02-18 15:46:09.648875,0 days 00:00:07.648875000,7.648875,100,9,189,violet
aubergine,#6200ae,2020-02-18 15:45:39.000000,2020-02-18 15:46:09.888066,0 days 00:00:30.888066000,30.888066,98,0,174,aubergine
aubergine,#551da5,2020-02-18 15:45:54.000000,2020-02-18 15:46:10.951218,0 days 00:00:16.951218000,16.951218,85,29,165,aubergine
black,#000000,2020-02-18 15:46:09.000000,2020-02-18 15:46:12.245335,0 days 00:00:03.245335000,3.245335,0,0,0,black
white,#f9f7fa,2020-02-18 15:45:59.000000,2020-02-18 15:46:13.429050,0 days 00:00:14.429050000,14.42905,249,247,250,white
straw yellow,#fdfa03,2020-02-18 15:45:51.000000,2020-02-18 15:46:14.324153,0 days 00:00:23.324153000,23.324153,253,250,3,straw yellow
dark red,#610002,2020-02-18 15:46:01.000000,2020-02-18 15:46:15.732204,0 days 00:00:14.732204000,14.732204,97,0,2,dark red
sky blue,#387ebb,2020-02-18 15:46:04.000000,2020-02-18 15:46:15.769246,0 days 00:00:11.769246000,11.769246,56,126,187,sky blue
light blue,#709af2,2020-02-18 15:45:51.000000,2020-02-18 15:46:15.930921,0 days 00:00:24.930921000,24.930921,112,154,242,light blue
greenish cyan,#135325,2020-02-18 15:45:51.000000,2020-02-18 15:46:16.182247,0 days 00:00:25.182247000,25.182247,19,83,37,greenish cyan
deep-blue,#070c6b,2020-02-18 15:46:03.000000,2020-02-18 15:46:17.696667,0 days 00:00:14.696667000,14.696667,7,12,107,deep blue
light blue,#084efa,2020-02-18 15:46:09.000000,2020-02-18 15:46:18.475972,0 days 00:00:09.475972000,9.475972,8,78,250,light blue
dark red,#990000,2020-02-18 15:46:08.000000,2020-02-18 15:46:18.953871,0 days 00:00:10.953871000,10.953871,153,0,0,dark red
faint pink,#f4a4a9,2020-02-18 15:46:12.000000,2020-02-18 15:46:21.708730,0 days 00:00:09.708730000,9.70873,244,164,169,faint pink
purple red,#ce2a59,2020-02-18 15:45:58.000000,2020-02-18 15:46:22.129165,0 days 00:00:24.129165000,24.129165,206,42,89,purple red
straw yellow,#c08807,2020-02-18 15:46:12.000000,2020-02-18 15:46:22.542887,0 days 00:00:10.542887000,10.542887,192,136,7,straw yellow
black purple,#1f073d,2020-02-18 15:45:42.000000,2020-02-18 15:46:22.777282,0 days 00:00:40.777282000,40.777282,31,7,61,black purple
brown,#a26301,2020-02-18 15:46:09.000000,2020-02-18 15:46:23.274562,0 days 00:00:14.274562000,14.274562,162,99,1,brown
reddish,#e78889,2020-02-18 15:45:59.000000,2020-02-18 15:46:23.350787,0 days 00:00:24.350787000,24.350787,231,136,137,reddish
brown yellow,#604c05,2020-02-18 15:46:06.000000,2020-02-18 15:46:24.169770,0 days 00:00:18.169770000,18.16977,96,76,5,brown yellow
purple black,#140416,2020-02-18 15:46:07.000000,2020-02-18 15:46:24.381283,0 days 00:00:17.381283000,17.381283,20,4,22,purple black
light-brown,#ab4908,2020-02-18 15:46:18.000000,2020-02-18 15:46:26.030921,0 days 00:00:08.030921000,8.030921,171,73,8,light brown
lavender,#1da4d0,2020-02-18 15:46:15.000000,2020-02-18 15:46:26.193991,0 days 00:00:11.193991000,11.193991,29,164,208,lavender
aquamarine,#3ff2cc,2020-02-18 15:46:13.000000,2020-02-18 15:46:26.421886,0 days 00:00:13.421886000,13.421886,63,242,204,aquamarine
gray,#b2b2b2,2020-02-18 15:46:21.000000,2020-02-18 15:46:27.294932,0 days 00:00:06.294932000,6.294932,178,178,178,gray
green-yellow,#cbdf4b,2020-02-18 15:45:22.000000,2020-02-18 15:46:29.263161,0 days 00:01:07.263161000,67.263161,203,223,75,green yellow
red/purple,#b71d9c,2020-02-18 15:46:10.000000,2020-02-18 15:46:29.418169,0 days 00:00:19.418169000,19.418169,183,29,156,red/purple
magenta,#fa0ff4,2020-02-18 15:46:05.000000,2020-02-18 15:46:30.293691,0 days 00:00:25.293691000,25.293691,250,15,244,magenta
cherry red,#5a0620,2020-02-18 15:45:21.000000,2020-02-18 15:46:30.555432,0 days 00:01:09.555432000,69.555432,90,6,32,cherry red
brown orange,#b96e2d,2020-02-18 15:46:14.000000,2020-02-18 15:46:30.711120,0 days 00:00:16.711120000,16.71112,185,110,45,brown orange
blackish purple,#36044b,2020-02-18 15:46:17.000000,2020-02-18 15:46:31.199017,0 days 00:00:14.199017000,14.199017,54,4,75,blackish purple
purple-blue,#350986,2020-02-18 15:46:22.000000,2020-02-18 15:46:31.683211,0 days 00:00:09.683211000,9.683211,53,9,134,purple blue
blackish purple,#872a9a,2020-02-18 15:46:02.000000,2020-02-18 15:46:32.363028,0 days 00:00:30.363028000,30.363028,135,42,154,blackish purple
orange,#faa903,2020-02-18 15:46:05.000000,2020-02-18 15:46:34.329968,0 days 00:00:29.329968000,29.329968,250,169,3,orange
greenish blue,#5ebea4,2020-02-18 15:46:26.000000,2020-02-18 15:46:34.420657,0 days 00:00:08.420657000,8.420657,94,190,164,greenish blue
whiteish colorless,#f5f6f3,2020-02-18 15:46:22.000000,2020-02-18 15:46:34.756214,0 days 00:00:12.756214000,12.756214,245,246,243,whiteish colorless
green-brown,#7ea543,2020-02-18 15:45:30.000000,2020-02-18 15:46:35.147422,0 days 00:01:05.147422000,65.147422,126,165,67,green brown
magenta,#fa0ff4,2020-02-18 15:46:05.000000,2020-02-18 15:46:35.280966,0 days 00:00:30.280966000,30.280966,250,15,244,magenta
buff,#d5ba64,2020-02-18 15:45:46.000000,2020-02-18 15:46:35.354709,0 days 00:00:49.354709000,49.354709,213,186,100,buff
pale yellow,#f9fbad,2020-02-18 15:45:50.000000,2020-02-18 15:46:36.674949,0 days 00:00:46.674949000,46.674949,249,251,173,pale yellow
purple red,#9d2474,2020-02-18 15:45:40.000000,2020-02-18 15:46:37.667896,0 days 00:00:57.667896000,57.667896,157,36,116,purple red
dark green,#084006,2020-02-18 15:46:15.000000,2020-02-18 15:46:38.636701,0 days 00:00:23.636701000,23.636701,8,64,6,dark green
green-blue,#577f6f,2020-02-18 15:46:08.000000,2020-02-18 15:46:39.287838,0 days 00:00:31.287838000,31.287838,87,127,111,green blue
red brown,#7d2501,2020-02-18 15:46:05.000000,2020-02-18 15:46:40.494716,0 days 00:00:35.494716000,35.494716,125,37,1,red brown
deep purple,#570583,2020-02-18 15:46:24.000000,2020-02-18 15:46:41.632425,0 days 00:00:17.632425000,17.632425,87,5,131,deep purple
lilac,#b976ef,2020-02-18 15:45:54.000000,2020-02-18 15:46:42.514016,0 days 00:00:48.514016000,48.514016,185,118,239,lilac
yellow-orange,#f2cd4b,2020-02-18 15:46:23.000000,2020-02-18 15:46:42.873757,0 days 00:00:19.873757000,19.873757,242,205,75,yellow orange
dark brown,#321d0c,2020-02-18 15:46:30.000000,2020-02-18 15:46:43.205939,0 days 00:00:13.205939000,13.205939,50,29,12,dark brown
greenish-yellow,#dded75,2020-02-18 15:45:57.000000,2020-02-18 15:46:45.440338,0 days 00:00:48.440338000,48.440338,221,237,117,greenish yellow
blue green,#92f8c2,2020-02-18 15:46:34.000000,2020-02-18 15:46:46.575651,0 days 00:00:12.575651000,12.575651,146,248,194,blue green
scarlet,#7A7A2C,2020-02-18 15:46:39.000000,2020-02-18 15:46:46.970093,0 days 00:00:07.970093000,7.970093,122,122,44,scarlet
mauve,#d0a8c4,2020-02-18 15:46:12.000000,2020-02-18 15:46:49.596515,0 days 00:00:37.596515000,37.596515,208,168,196,mauve
glaucous,#7de9be,2020-02-18 15:46:27.000000,2020-02-18 15:46:49.627513,0 days 00:00:22.627513000,22.627513,125,233,190,glaucous
light colorless,#f1f5f5,2020-02-18 15:46:31.000000,2020-02-18 15:46:49.762783,0 days 00:00:18.762783000,18.762783,241,245,245,light colorless
purple black,#33154e,2020-02-18 15:46:09.000000,2020-02-18 15:46:49.899369,0 days 00:00:40.899369000,40.899369,51,21,78,purple black
light colorless,#f1f5f5,2020-02-18 15:46:31.000000,2020-02-18 15:46:50.045929,0 days 00:00:19.045929000,19.045929,241,245,245,light colorless
colorless,#68C8C8,2020-02-18 15:46:40.000000,2020-02-18 15:46:50.191513,0 days 00:00:10.191513000,10.191513,104,200,200,colorless
green blue,#03f979,2020-02-18 15:46:34.000000,2020-02-18 15:46:50.429842,0 days 00:00:16.429842000,16.429842,3,249,121,green blue
deep purple,#4a0498,2020-02-18 15:46:43.000000,2020-02-18 15:46:50.584685,0 days 00:00:07.584685000,7.584685,74,4,152,deep purple
reddish purple,#bb2971,2020-02-18 15:45:35.000000,2020-02-18 15:46:50.632972,0 days 00:01:15.632972000,75.632972,187,41,113,reddish purple
white,#e2ece2,2020-02-18 15:46:34.000000,2020-02-18 15:46:51.487901,0 days 00:00:17.487901000,17.487901,226,236,226,white
dark brown,#002e87,2020-02-18 15:46:30.000000,2020-02-18 15:46:54.592320,0 days 00:00:24.592320000,24.59232,0,46,135,dark brown
aquamarine,#46e2e7,2020-02-18 15:46:35.000000,2020-02-18 15:46:55.494743,0 days 00:00:20.494743000,20.494743,70,226,231,aquamarine
jasmine,#ebe9c7,2020-02-18 15:46:50.000000,2020-02-18 15:46:58.592607,0 days 00:00:08.592607000,8.592607,235,233,199,jasmine
dark purplish-red,#4a0761,2020-02-18 15:46:22.000000,2020-02-18 15:46:58.601831,0 days 00:00:36.601831000,36.601831,74,7,97,dark purplish red
red/purple,#d12169,2020-02-18 15:46:32.000000,2020-02-18 15:47:05.028864,0 days 00:00:33.028864000,33.028864,209,33,105,red/purple
jasmine,#5cdc6b,2020-02-18 15:46:36.000000,2020-02-18 15:47:05.096194,0 days 00:00:29.096194000,29.096194,92,220,107,jasmine
red,#dd120a,2020-02-18 15:46:55.000000,2020-02-18 15:47:06.860522,0 days 00:00:11.860522000,11.860522,221,18,10,red
dark-violet,#400c43,2020-02-18 15:46:42.000000,2020-02-18 15:47:07.309077,0 days 00:00:25.309077000,25.309077,64,12,67,dark violet
red brown,#450102,2020-02-18 15:46:37.000000,2020-02-18 15:47:09.286999,0 days 00:00:32.286999000,32.286999,69,1,2,red brown
beige,#f3dfba,2020-02-18 15:46:58.000000,2020-02-18 15:47:11.878977,0 days 00:00:13.878977000,13.878977,243,223,186,beige
blue violet,#783af5,2020-02-18 15:46:49.000000,2020-02-18 15:47:14.068520,0 days 00:00:25.068520000,25.06852,120,58,245,blue violet
buff,#85A352,2020-02-18 15:46:58.000000,2020-02-18 15:47:15.232388,0 days 00:00:17.232388000,17.232388,133,163,82,buff
red,#e40c11,2020-02-18 15:47:06.000000,2020-02-18 15:47:16.621212,0 days 00:00:10.621212000,10.621212,228,12,17,red
light-brown,#8f6c4b,2020-02-18 15:45:49.000000,2020-02-18 15:47:19.147451,0 days 00:01:30.147451000,90.147451,143,108,75,light brown
greenish-blue,#5daebb,2020-02-18 15:46:41.000000,2020-02-18 15:47:21.756986,0 days 00:00:40.756986000,40.756986,93,174,187,greenish blue
light red,#e1483e,2020-02-18 15:47:05.000000,2020-02-18 15:47:21.863455,0 days 00:00:16.863455000,16.863455,225,72,62,light red
faint pink,#f5d7e8,2020-02-18 15:46:49.000000,2020-02-18 15:47:22.714967,0 days 00:00:33.714967000,33.714967,245,215,232,faint pink
amber,#efc537,2020-02-18 15:46:29.000000,2020-02-18 15:47:22.988505,0 days 00:00:53.988505000,53.988505,239,197,55,amber
primrose yellow,#f1d83c,2020-02-18 15:46:38.000000,2020-02-18 15:47:23.063556,0 days 00:00:45.063556000,45.063556,241,216,60,primrose yellow
light brown,#7d410b,2020-02-18 15:46:50.000000,2020-02-18 15:47:23.145278,0 days 00:00:33.145278000,33.145278,125,65,11,light brown
green-yellow,#cef36d,2020-02-18 15:46:50.000000,2020-02-18 15:47:25.128365,0 days 00:00:35.128365000,35.128365,206,243,109,green yellow
light red,#ff5f5f,2020-02-18 15:47:09.000000,2020-02-18 15:47:27.951714,0 days 00:00:18.951714000,18.951714,255,95,95,light red
bright yellow,#fff500,2020-02-18 15:46:54.000000,2020-02-18 15:47:28.530638,0 days 00:00:34.530638000,34.530638,255,245,0,bright yellow
mauve,#b74dfe,2020-02-18 15:46:45.000000,2020-02-18 15:47:29.467364,0 days 00:00:44.467364000,44.467364,183,77,254,mauve
turquoise,#2becf2,2020-02-18 15:47:21.000000,2020-02-18 15:47:30.380318,0 days 00:00:09.380318000,9.380318,43,236,242,turquoise
intense purple,#440c7e,2020-02-18 15:47:15.000000,2020-02-18 15:47:33.262120,0 days 00:00:18.262120000,18.26212,68,12,126,intense purple
yellowish green,#8ac55c,2020-02-18 15:47:05.000000,2020-02-18 15:47:33.272750,0 days 00:00:28.272750000,28.27275,138,197,92,yellowish green
violet-red,#ba0f4c,2020-02-18 15:46:59.000000,2020-02-18 15:47:35.212848,0 days 00:00:36.212848000,36.212848,186,15,76,violet red
aquamarine,#28fdbe,2020-02-18 15:46:35.000000,2020-02-18 15:47:36.382096,0 days 00:01:01.382096000,61.382096,40,253,190,aquamarine
pink,#ff00ff,2020-02-18 15:47:25.000000,2020-02-18 15:47:36.642488,0 days 00:00:11.642488000,11.642488,255,0,255,pink
black red,#a5020d,2020-02-18 15:47:25.000000,2020-02-18 15:47:37.500124,0 days 00:00:12.500124000,12.500124,165,2,13,black red
amaranthine,#8b1e58,2020-02-18 15:47:07.000000,2020-02-18 15:47:38.418056,0 days 00:00:31.418056000,31.418056,139,30,88,amaranthine
orange,#f98403,2020-02-18 15:47:23.000000,2020-02-18 15:47:40.901453,0 days 00:00:17.901453000,17.901453,249,132,3,orange
black purple,#390e7a,2020-02-18 15:46:58.000000,2020-02-18 15:47:41.782126,0 days 00:00:43.782126000,43.782126,57,14,122,black purple
light pink,#fcd8d8,2020-02-18 15:46:52.000000,2020-02-18 15:47:42.452152,0 days 00:00:50.452152000,50.452152,252,216,216,light pink
black green,#bf1ee4,2020-02-18 15:47:17.000000,2020-02-18 15:47:48.319707,0 days 00:00:31.319707000,31.319707,191,30,228,black green
colorless,#000000,2020-02-18 15:47:29.000000,2020-02-18 15:47:48.332877,0 days 00:00:19.332877000,19.332877,0,0,0,colorless
deep yellow,#fdda02,2020-02-18 15:47:33.000000,2020-02-18 15:47:49.100993,0 days 00:00:16.100993000,16.100993,253,218,2,deep yellow
